FID,Id,SPECIES,DATEPLANT,Latitude,Longitude,Rootspace,nearest_st,tree_heigh,tree_sprea,Diameter_a,condition,tree_def_1,tree_def_2,are_over_h,tree_care_,tree_asset,age_class,collected_,date_of_in,inspected
161,0,PLATANUS ACERIFOLIA,2017.0,42.69933932,-71.15214536, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
162,0,PLATANUS ACERIFOLIA,2017.0,42.69950701,-71.15225469, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
163,0,PLATANUS ACERIFOLIA,2017.0,42.69963627,-71.15229272, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
164,0,PLATANUS ACERIFOLIA,2017.0,42.69961181,-71.15205029, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
165,0,ULMUS AMERICANA,2017.0,42.70018824,-71.15323868, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
166,0,ULMUS AMERICANA,2017.0,42.69977601,-71.15324344, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
167,0,ULMUS AMERICANA,2017.0,42.69959435,-71.15323868, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
168,0,ACER RUBRUM,2017.0,42.69927993,-71.15216912, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
169,0,ACER RUBRUM,2017.0,42.69931137,-71.15185063, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
170,0,ACER RUBRUM,2017.0,42.69933233,-71.15152739, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
171,0,ACER RUBRUM,2017.0,42.6992415,-71.15268251, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
172,0,AESCULUS CARNEA 'BRIOTII',2017.0,42.69922403,-71.15097122, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
173,0,AESCULUS CARNEA 'BRIOTII',2017.0,42.69920656,-71.15112809, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
174,0,AESCULUS CARNEA 'BRIOTII',2017.0,42.69914019,-71.15186489, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
175,0,AESCULUS CARNEA 'BRIOTII',2017.0,42.69911573,-71.15215011, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
176,0,AESCULUS CARNEA 'BRIOTII',2017.0,42.69912621,-71.15203602, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
177,0,GLEDITSIA INERMIS,2017.0,42.69909477,-71.15428923, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
178,0,GLEDITSIA INERMIS,2017.0,42.69905984,-71.15463149, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
179,0,GLEDITSIA INERMIS,2017.0,42.69903538,-71.1549072, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
180,0,GLEDITSIA INERMIS,2017.0,42.69901442,-71.15513537, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
181,0,ULMUS AMERICANA,2017.0,42.69890612,-71.15604806, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
182,0,ULMUS AMERICANA,2017.0,42.69869301,-71.15693698, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
183,0,ULMUS AMERICANA,2017.0,42.69871398,-71.15681814, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
184,0,ULMUS AMERICANA,2017.0,42.69864061,-71.15715089, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
185,0,ULMUS AMERICANA,2017.0,42.69879433,-71.15652342, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
186,0,ULMUS AMERICANA,2017.0,42.69856725,-71.15745037, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
187,0,ULMUS AMERICANA,2017.0,42.69846593,-71.15786393, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
188,0,GLEDITSIA INERMIS,2017.0,42.6983751,-71.15820619, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
189,0,GLEDITSIA INERMIS,2017.0,42.69832619,-71.15842961, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
190,0,GINKGO BILOBA,2017.0,42.7068572,-71.1643208, ,420 Essex St,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
191,0,GINKGO BILOBA,2017.0,42.70680044,-71.16427029, ,421 Essex St,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
192,0,GINKGO BILOBA,2017.0,42.70672839,-71.16421384, ,422 Essex St,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
193,0,BETULA NIGRA,2017.0,42.71311833,-71.16036666, ,57 Chestnut St,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
194,0,BETULA NIGRA,2017.0,42.71309747,-71.16026375, ,57 Chestnut St,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
195,0,TAXODIUM DISTICHUM,2017.0,42.71343317,-71.16864692, ,217 Marion Ave,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
196,0,TAXODIUM DISTICHUM,2017.0,42.71370822,-71.16732483, ,217 Marion Ave,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
197,0,BETULA NIGRA,2017.0,42.71370385,-71.16748823, ,217 Marion Ave,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
198,0,BETULA NIGRA,2017.0,42.71367547,-71.16777642, ,217 Marion Ave,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
199,0,BETULA NIGRA,2017.0,42.71351175,-71.16866178, ,217 Marion Ave,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
200,0,TILIA TOMENTOSA,2018.0,42.71343796,-71.16111302, ,57 Chestnut St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
201,0,CARPINUS BETULUS FASTIGIATA,2018.0,42.7135113,-71.16112372, ,217 Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
202,0,OXYDENDRUM ARBOREUM,2018.0,42.69525473,-71.15646352, ,217 Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
203,0,SYRINGA RETICULATA,2018.0,42.71293776,-71.17346047, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
204,0,GINKGO BILOBA,2018.0,42.71357903,-71.17377991, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
205,0,GLEDITSIA TRIACANTHOS,2018.0,42.71294475,-71.17359357, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
206,0,GLEDITSIA TRIACANTHOS,2018.0,42.71300063,-71.17363921, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
207,0,JUNIPERUS VIRGINIANA,2018.0,42.71358462,-71.1723139, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
208,0,PLATANUS ACERIFOLIA,2018.0,42.71300203,-71.17338631, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
209,0,PLATANUS ACERIFOLIA,2018.0,42.71309983,-71.17316575, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
210,0,PLATANUS ACERIFOLIA,2018.0,42.71326049,-71.17283109, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
211,0,PLATANUS ACERIFOLIA,2018.0,42.71328983,-71.17273032, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
212,0,GLEDITSIA TRIACANTHOS,2018.0,42.71305372,-71.17368674, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
213,0,PRUNUS SARGENTII,2018.0,42.71291541,-71.17350991, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
214,0,QUERCUS BICOLOR,2018.0,42.71351197,-71.17200587, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
215,0,QUERCUS BICOLOR,2018.0,42.71302997,-71.17331596, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
216,0,QUERCUS BICOLOR,2018.0,42.71350219,-71.17263715, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
217,0,QUERCUS BICOLOR,2018.0,42.7132102,-71.17290905, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
218,0,TAXODIUM DISTICHUM,2018.0,42.71380675,-71.17306307, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
219,0,TILIA TOMENTOSA,2018.0,42.71316549,-71.17300032, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
220,0,TILIA TOMENTOSA,2018.0,42.71306071,-71.17322469, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
221,0,ULMUS AMERICANA,2018.0,42.71320321,-71.17373047, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
222,0,ULMUS AMERICANA,2018.0,42.71326887,-71.17358787, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
223,0,ULMUS AMERICANA,2018.0,42.71385146,-71.1733635, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
224,0,ULMUS AMERICANA,2018.0,42.71340439,-71.17263144, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
225,0,LIQUIDAMBAR STYRACIFLUA,2018.0,42.71362094,-71.17239757, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
226,0,LIQUIDAMBAR STYRACIFLUA,2018.0,42.71365028,-71.17251926, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
227,0,ULMUS AMERICANA,2018.0,42.71313615,-71.17307448, ,Daisy St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
228,0,CORYLUS COLURNA,2018.0,42.69893887,-71.15411845, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
229,0,CORYLUS COLURNA,2018.0,42.69893607,-71.15416979, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
230,0,CORYLUS COLURNA,2018.0,42.69905485,-71.15473642, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
231,0,CORYLUS COLURNA,2018.0,42.69875441,-71.15599565, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
232,0,CERCIS CANADENSIS,2018.0,42.69912018,-71.15399058, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
233,0,CERCIS CANADENSIS,2018.0,42.69911285,-71.15406616, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
234,0,CERCIS CANADENSIS,2018.0,42.69868628,-71.15627801, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
235,0,CERCIS CANADENSIS,2018.0,42.6986496,-71.15643916, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
236,0,SYRINGA RETICULATA,2018.0,42.69826706,-71.15793939, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
237,0,SYRINGA RETICULATA,2018.0,42.69867371,-71.15701244, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
238,0,SYRINGA RETICULATA,2018.0,42.69870829,-71.15687696, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
239,0,SYRINGA RETICULATA,2018.0,42.69891581,-71.15439701, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
240,0,SYRINGA RETICULATA,2018.0,42.69891057,-71.15447901, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
241,0,SYRINGA RETICULATA,2018.0,42.69890009,-71.15455388, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
242,0,SYRINGA RETICULATA,2018.0,42.69888961,-71.15461092, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
243,0,SYRINGA RETICULATA,2018.0,42.69902498,-71.15503399, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
244,0,SYRINGA RETICULATA,2018.0,42.69886253,-71.15490802, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
245,0,CORNUS RUTGERS HYBRID,2018.0,42.69848523,-71.15707566, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
246,0,CORNUS RUTGERS HYBRID,2018.0,42.69814985,-71.15843994, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
247,0,CORNUS RUTGERS HYBRID,2018.0,42.69816207,-71.15837102, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
248,0,CORNUS RUTGERS HYBRID,2018.0,42.69821797,-71.15813571, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
249,0,CORNUS RUTGERS HYBRID,2018.0,42.69880838,-71.15553787, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
250,0,CORNUS RUTGERS HYBRID,2018.0,42.69879965,-71.15564483, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
251,0,CORNUS RUTGERS HYBRID,2018.0,42.69954552,-71.14805096, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
252,0,CORNUS RUTGERS HYBRID,2018.0,42.69955251,-71.14796302, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
253,0,ZELKOVA SERRATA,2018.0,42.69959618,-71.14750192, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
254,0,ZELKOVA SERRATA,2018.0,42.69956473,-71.14784656, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
255,0,TILIA CORDATA,2018.0,42.69956124,-71.14789409, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
256,0,TILIA CORDATA,2018.0,42.69952805,-71.14824586, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
257,0,ZELKOVA SERRATA,2018.0,42.69908787,-71.15437419, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
258,0,ZELKOVA SERRATA,2018.0,42.69957976,-71.14770205, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
259,0,ZELKOVA SERRATA,2018.0,42.69950989,-71.14843791, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
260,0,GYMNOCLADUS DIOICUS,2018.0,42.69931844,-71.15178063, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
261,0,QUERCUS PALUSTRIS FASTIGIATE,2018.0,42.69933242,-71.15161331, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
262,0,QUERCUS PALUSTRIS FASTIGIATE,2018.0,42.69930726,-71.15194606, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
263,0,GLEDITSIA TRIACANTHOS,2018.0,42.69932543,-71.14990201, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
264,0,GLEDITSIA TRIACANTHOS,2018.0,42.6992318,-71.15092308, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
265,0,GLEDITSIA TRIACANTHOS,2018.0,42.69887965,-71.15617105, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
266,0,GLEDITSIA TRIACANTHOS,2018.0,42.69834444,-71.15835961, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
267,0,GLEDITSIA TRIACANTHOS,2018.0,42.69844366,-71.15796221, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
268,0,GLEDITSIA TRIACANTHOS,2018.0,42.69903337,-71.15307741, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
269,0,SYRINGA RETICULATA,2018.0,42.69939809,-71.150944, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
270,0,SYRINGA RETICULATA,2018.0,42.6985848,-71.15668634, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
271,0,SYRINGA RETICULATA,2018.0,42.69963425,-71.14844171, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
272,0,SYRINGA RETICULATA,2018.0,42.69963006,-71.14849115, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
273,0,ACER RUBRUM,2018.0,42.70043898,-71.15299969, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
274,0,ACER RUBRUM,2018.0,42.70047391,-71.15310962, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
275,0,ACER RUBRUM,2018.0,42.69935381,-71.15306803, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
276,0,ACER RUBRUM,2018.0,42.69929704,-71.15300563, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
277,0,ACER RUBRUM,2018.0,42.6994215,-71.15298484, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
278,0,ACER FREEMANII ,2018.0,42.69955469,-71.15283926, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
279,0,ACER FREEMANII ,2018.0,42.70076431,-71.14962464, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
280,0,CELTIS OCCIDENTALIS,2018.0,42.70069007,-71.14960979, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
281,0,CELTIS OCCIDENTALIS,2018.0,42.69949137,-71.15258969, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
282,0,CELTIS OCCIDENTALIS,2018.0,42.69955251,-71.15272339, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
283,0,CELTIS OCCIDENTALIS,2018.0,42.69959399,-71.15279172, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
284,0,CELTIS OCCIDENTALIS,2018.0,42.69965731,-71.15275013, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
285,0,CELTIS OCCIDENTALIS,2018.0,42.70058963,-71.15233122, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
286,0,CELTIS OCCIDENTALIS,2018.0,42.70059618,-71.15221238, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
287,0,CERCIS CANADENSIS,2018.0,42.70060928,-71.15205789, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
288,0,CERCIS CANADENSIS,2018.0,42.69924901,-71.15301455, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
289,0,CORNUS KOUSA (RUTGERS STELLAR PINK),2018.0,42.69928831,-71.15316013, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
290,0,CORNUS KOUSA (RUTGERS STELLAR PINK),2018.0,42.70042806,-71.15313042, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
291,0,FAGUS GRANDIFOLIA,2018.0,42.70039968,-71.15303832, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
292,0,FAGUS GRANDIFOLIA,2018.0,42.69974683,-71.15236984, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
293,0,GLEDITSIA TRIACANTHOS v. INERMIS,2018.0,42.69965731,-71.15240846, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
294,0,LIQUIDAMBAR STYRACIFLUA,2018.0,42.69955469,-71.15092297, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
295,0,LIQUIDAMBAR STYRACIFLUA,2018.0,42.69932543,-71.15311556, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
296,0,LIQUIDAMBAR STYRACIFLUA,2018.0,42.6993953,-71.15301752, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
297,0,LIQUIDAMBAR STYRACIFLUA,2018.0,42.69948482,-71.15293136, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
298,0,NYSSA SYLVATICA,2018.0,42.69954159,-71.15288085, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
299,0,NYSSA SYLVATICA,2018.0,42.69942805,-71.15116362, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
300,0,PLATANUS ACERIFOLIA,2018.0,42.70036474,-71.15104775, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
301,0,PLATANUS ACERIFOLIA,2018.0,42.70062239,-71.15180535, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
302,0,PLATANUS ACERIFOLIA,2018.0,42.7006333,-71.15169542, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
303,0,PLATANUS ACERIFOLIA,2018.0,42.70068352,-71.15105369, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
304,0,PLATANUS ACERIFOLIA,2018.0,42.70003505,-71.15128246, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
305,0,PLATANUS ACERIFOLIA,2018.0,42.70000011,-71.15135673, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
306,0,PLATANUS ACERIFOLIA,2018.0,42.69979487,-71.15166274, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
307,0,QUERCUS PALUSTRIS,2018.0,42.69982762,-71.15161521, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
308,0,QUERCUS PALUSTRIS,2018.0,42.69951539,-71.15111014, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
309,0,QUERCUS PALUSTRIS,2018.0,42.69958963,-71.15107152, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
310,0,QUERCUS PALUSTRIS,2018.0,42.69963111,-71.1511963, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
311,0,QUERCUS PALUSTRIS,2018.0,42.69967915,-71.15126463, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
312,0,QUERCUS PALUSTRIS,2018.0,42.69972718,-71.15130325, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
313,0,QUERCUS PALUSTRIS,2018.0,42.69976648,-71.1513597, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
314,0,QUERCUS RUBRA,2018.0,42.69980142,-71.15141912, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
315,0,QUERCUS RUBRA,2018.0,42.69994116,-71.15139535, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
316,0,QUERCUS RUBRA,2018.0,42.69991059,-71.15146369, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
317,0,QUERCUS RUBRA,2018.0,42.69991277,-71.15154093, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
318,0,QUERCUS RUBRA,2018.0,42.69990404,-71.15164789, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
319,0,TAXODIUM DISTICHUM,2018.0,42.70082326,-71.14979993, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
320,0,TAXODIUM DISTICHUM,2018.0,42.69959181,-71.15241144, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
